Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
B09;Unkn18_MST1013_3uL_Qty or ID;Unkn18;Unkn18;Treshold;36.4033473063418;5.25124831167229;RSq (dRn);Slope (dRn)
B10;Unkn26_MST459_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B11;Unkn26_MST459_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B12;Unkn26_MST459_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C01;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;25.9668649878944;3000;RSq (dRn);Slope (dRn)
C02;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.2590604068827;3000;RSq (dRn);Slope (dRn)
C03;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.0911920080334;3000;RSq (dRn);Slope (dRn)
C04;Unkn11_MST267_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C05;Unkn11_MST267_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C06;Unkn11_MST267_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C07;Unkn19_MST1002_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C08;Unkn19_MST1002_3uL_Qty or ID;Unkn19;Unkn19;Treshold;42.4255435738112;0.124617254604027;RSq (dRn);Slope (dRn)
C09;Unkn19_MST1002_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C10;Unkn27_MST406_3uL_Qty or ID;Unkn27;Unkn27;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C11;Unkn27_MST406_3uL_Qty or ID;Unkn27;Unkn27;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C12;Unkn27_MST406_3uL_Qty or ID;Unkn27;Unkn27;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D01;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;30.0153843451894;300;RSq (dRn);Slope (dRn)
D02;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;30.0380060814776;300;RSq (dRn);Slope (dRn)
D03;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;29.7270961426442;300;RSq (dRn);Slope (dRn)
D04;Unkn12_MST350_3uL_Qty or ID;Unkn12;Unkn12;Treshold;33.9168095719198;24.6086291380934;RSq (dRn);Slope (dRn)
D05;Unkn12_MST350_3uL_Qty or ID;Unkn12;Unkn12;Treshold;33.6878129031337;28.3704850623937;RSq (dRn);Slope (dRn)
D06;Unkn12_MST350_3uL_Qty or ID;Unkn12;Unkn12;Treshold;34.0332947749011;22.8908399385272;RSq (dRn);Slope (dRn)
D07;Unkn20_MST1051_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D08;Unkn20_MST1051_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D09;Unkn20_MST1051_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D10;Unkn28_MST439_3uL_Qty or ID;Unkn28;Unkn28;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D11;Unkn28_MST439_3uL_Qty or ID;Unkn28;Unkn28;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D12;Unkn28_MST439_3uL_Qty or ID;Unkn28;Unkn28;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E01;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;34.1321972111544;30;RSq (dRn);Slope (dRn)
E02;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;34.1030156190272;30;RSq (dRn);Slope (dRn)
E03;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;33.661785360847;30;RSq (dRn);Slope (dRn)
E04;Unkn13_MST552_3uL_Qty or ID;Unkn13;Unkn13;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E05;Unkn13_MST552_3uL_Qty or ID;Unkn13;Unkn13;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E06;Unkn13_MST552_3uL_Qty or ID;Unkn13;Unkn13;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E07;Unkn21_MST1049_3uL_Qty or ID;Unkn21;Unkn21;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E08;Unkn21_MST1049_3uL_Qty or ID;Unkn21;Unkn21;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E09;Unkn21_MST1049_3uL_Qty or ID;Unkn21;Unkn21;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E10;Unkn29_MST364_3uL_Qty or ID;Unkn29;Unkn29;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E11;Unkn29_MST364_3uL_Qty or ID;Unkn29;Unkn29;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E12;Unkn29_MST364_3uL_Qty or ID;Unkn29;Unkn29;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F01;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;37.8258380958887;3;RSq (dRn);Slope (dRn)
F02;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;39.619131484744;3;RSq (dRn);Slope (dRn)
F03;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;38.1698478280826;3;RSq (dRn);Slope (dRn)
F04;Unkn14_MST522_3uL_Qty or ID;Unkn14;Unkn14;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F05;Unkn14_MST522_3uL_Qty or ID;Unkn14;Unkn14;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F06;Unkn14_MST522_3uL_Qty or ID;Unkn14;Unkn14;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F07;Unkn22_MST1016_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F08;Unkn22_MST1016_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F09;Unkn22_MST1016_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F10;Unkn30_MST1006_3uL_Qty or ID;Unkn30;Unkn30;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F11;Unkn30_MST1006_3uL_Qty or ID;Unkn30;Unkn30;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F12;Unkn30_MST1006_3uL_Qty or ID;Unkn30;Unkn30;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G01;Std07_std1E-1_3uL_Qty or ID;Std07;Std07;Treshold;38.922192699646;0.3;RSq (dRn);Slope (dRn)
G02;Std07_std1E-1_3uL_Qty or ID;Std07;Std07;Treshold;NaN;0.3;RSq (dRn);Slope (dRn)
G03;Std07_std1E-1_3uL_Qty or ID;Std07;Std07;Treshold;39.4593943360229;0.3;RSq (dRn);Slope (dRn)
G04;Unkn15_MST435_3uL_Qty or ID;Unkn15;Unkn15;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G05;Unkn15_MST435_3uL_Qty or ID;Unkn15;Unkn15;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G06;Unkn15_MST435_3uL_Qty or ID;Unkn15;Unkn15;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G07;Unkn23_MST356_3uL_Qty or ID;Unkn23;Unkn23;Treshold;35.257845915785;10.6979118295516;RSq (dRn);Slope (dRn)
G08;Unkn23_MST356_3uL_Qty or ID;Unkn23;Unkn23;Treshold;35.2901448968078;10.4854073671546;RSq (dRn);Slope (dRn)
G09;Unkn23_MST356_3uL_Qty or ID;Unkn23;Unkn23;Treshold;35.0915889467476;11.861845644946;RSq (dRn);Slope (dRn)
G10;Unkn31_MST156_3uL_Qty or ID;Unkn31;Unkn31;Treshold;35.6794617767913;8.23292858790729;RSq (dRn);Slope (dRn)
G11;Unkn31_MST156_3uL_Qty or ID;Unkn31;Unkn31;Treshold;35.2797156819551;10.5535586884164;RSq (dRn);Slope (dRn)
G12;Unkn31_MST156_3uL_Qty or ID;Unkn31;Unkn31;Treshold;35.3237583054416;10.2687360707398;RSq (dRn);Slope (dRn)
H01;NegCtrl08_std1ENTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H02;NegCtrl08_std1ENTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H03;NegCtrl08_std1ENTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H04;Unkn16_MST1005_3uL_Qty or ID;Unkn16;Unkn16;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H05;Unkn16_MST1005_3uL_Qty or ID;Unkn16;Unkn16;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H06;Unkn16_MST1005_3uL_Qty or ID;Unkn16;Unkn16;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H07;Unkn24_MST1052_3uL_Qty or ID;Unkn24;Unkn24;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H08;Unkn24_MST1052_3uL_Qty or ID;Unkn24;Unkn24;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H09;Unkn24_MST1052_3uL_Qty or ID;Unkn24;Unkn24;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H10;Unkn32_MST535_3uL_Qty or ID;Unkn32;Unkn32;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H11;Unkn32_MST535_3uL_Qty or ID;Unkn32;Unkn32;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H12;Unkn32_MST535_3uL_Qty or ID;Unkn32;Unkn32;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
