Well;replno;smpltp;templvol;QtyID;WellType;Replicate;ThresholddRn;CtdRn;Quantitycopies;RSqdRn;SlopedRn;qpcrno;MONISprojectno;AssayID;speciesabbr;plateno;qpcrrundate
C1;03;std1E3;3uL;QtyorID;Standard;3;0.0928;30.73;3.00e+003;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
C2;03;std1E3;3uL;QtyorID;Standard;3;0.0928;30.92;3.00e+003;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
C3;03;std1E3;3uL;QtyorID;Standard;3;0.0928;30.97;3.00e+003;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
D1;04;std1E2;3uL;QtyorID;Standard;4;0.0928;34.29;3.00e+002;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
D2;04;std1E2;3uL;QtyorID;Standard;4;0.0928;34.22;3.00e+002;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
D3;04;std1E2;3uL;QtyorID;Standard;4;0.0928;34.12;3.00e+002;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
E1;05;std1E1;3uL;QtyorID;Standard;5;0.0928;37.05;3.00e+001;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
E2;05;std1E1;3uL;QtyorID;Standard;5;0.0928;37.62;3.00e+001;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
E3;05;std1E1;3uL;QtyorID;Standard;5;0.0928;37.03;3.00e+001;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
F1;06;std1E0;3uL;QtyorID;Standard;6;0.0928;40.32;3.00e+000;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
F2;06;std1E0;3uL;QtyorID;Standard;6;0.0928;41.14;3.00e+000;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
F3;06;std1E0;3uL;QtyorID;Standard;6;0.0928;40.00;3.00e+000;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
G1;07;std1E-1;3uL;QtyorID;Standard;7;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
G2;07;std1E-1;3uL;QtyorID;Standard;7;0.0928;40.85;3.00e-001;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
G3;07;std1E-1;3uL;QtyorID;Standard;7;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
H1;08;std1ENTC;3uL;QtyorID;NTC;8;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
H2;08;std1ENTC;3uL;QtyorID;NTC;8;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
H3;08;std1ENTC;3uL;QtyorID;NTC;8;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
A4;09;MST2022100STEX31-01;3uL;QtyorID;Unknown;9;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
A5;09;MST2022100STEX31-01;3uL;QtyorID;Unknown;9;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
A6;09;MST2022100STEX31-01;3uL;QtyorID;Unknown;9;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
B4;10;MST2023051STEX31-04;3uL;QtyorID;Unknown;10;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
B5;10;MST2023051STEX31-04;3uL;QtyorID;Unknown;10;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
B6;10;MST2023051STEX31-04;3uL;QtyorID;Unknown;10;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
C4;11;MST2023034STEX31-05;3uL;QtyorID;Unknown;11;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
C5;11;MST2023034STEX31-05;3uL;QtyorID;Unknown;11;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
C6;11;MST2023034STEX31-05;3uL;QtyorID;Unknown;11;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
D4;12;MST2023061STEX31-06;3uL;QtyorID;Unknown;12;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
D5;12;MST2023061STEX31-06;3uL;QtyorID;Unknown;12;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
D6;12;MST2023061STEX31-06;3uL;QtyorID;Unknown;12;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
E4;13;MST2023076STEX31-07;3uL;QtyorID;Unknown;13;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
E5;13;MST2023076STEX31-07;3uL;QtyorID;Unknown;13;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
E6;13;MST2023076STEX31-07;3uL;QtyorID;Unknown;13;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
F4;14;MST2022103STEX31-09;3uL;QtyorID;Unknown;14;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
F5;14;MST2022103STEX31-09;3uL;QtyorID;Unknown;14;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
F6;14;MST2022103STEX31-09;3uL;QtyorID;Unknown;14;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
G4;15;MST2023064STEX31-12;3uL;QtyorID;Unknown;15;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
G5;15;MST2023064STEX31-12;3uL;QtyorID;Unknown;15;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
G6;15;MST2023064STEX31-12;3uL;QtyorID;Unknown;15;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
H4;16;MST2023009STEX31-15;3uL;QtyorID;Unknown;16;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
H5;16;MST2023009STEX31-15;3uL;QtyorID;Unknown;16;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
H6;16;MST2023009STEX31-15;3uL;QtyorID;Unknown;16;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
A7;17;MST2022089STEX31-17;3uL;QtyorID;Unknown;17;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
A8;17;MST2022089STEX31-17;3uL;QtyorID;Unknown;17;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
A9;17;MST2022089STEX31-17;3uL;QtyorID;Unknown;17;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
B7;18;MST2023086STEX31-19;3uL;QtyorID;Unknown;18;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
B8;18;MST2023086STEX31-19;3uL;QtyorID;Unknown;18;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
B9;18;MST2023086STEX31-19;3uL;QtyorID;Unknown;18;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
C7;19;MST2022077STEX31-22;3uL;QtyorID;Unknown;19;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
C8;19;MST2022077STEX31-22;3uL;QtyorID;Unknown;19;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
C9;19;MST2022077STEX31-22;3uL;QtyorID;Unknown;19;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
D7;20;MST2023001STEX32-01;3uL;QtyorID;Unknown;20;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
D8;20;MST2023001STEX32-01;3uL;QtyorID;Unknown;20;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
D9;20;MST2023001STEX32-01;3uL;QtyorID;Unknown;20;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
E7;21;MST2022052STEX32-04;3uL;QtyorID;Unknown;21;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
E8;21;MST2022052STEX32-04;3uL;QtyorID;Unknown;21;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
E9;21;MST2022052STEX32-04;3uL;QtyorID;Unknown;21;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
F7;22;MST2023015STEX32-16;3uL;QtyorID;Unknown;22;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
F8;22;MST2023015STEX32-16;3uL;QtyorID;Unknown;22;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
F9;22;MST2023015STEX32-16;3uL;QtyorID;Unknown;22;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
G7;23;MST2022094STEX32-07;3uL;QtyorID;Unknown;23;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
G8;23;MST2022094STEX32-07;3uL;QtyorID;Unknown;23;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
G9;23;MST2022094STEX32-07;3uL;QtyorID;Unknown;23;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
H7;24;MST2023114STEX32-11;3uL;QtyorID;Unknown;24;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
H8;24;MST2023114STEX32-11;3uL;QtyorID;Unknown;24;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
H9;24;MST2023114STEX32-11;3uL;QtyorID;Unknown;24;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
A10;25;MST2023016STEX32-12;3uL;QtyorID;Unknown;25;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
A11;25;MST2023016STEX32-12;3uL;QtyorID;Unknown;25;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
A12;25;MST2023016STEX32-12;3uL;QtyorID;Unknown;25;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
B10;26;MST2022097STEX32-14;3uL;QtyorID;Unknown;26;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
B11;26;MST2022097STEX32-14;3uL;QtyorID;Unknown;26;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
B12;26;MST2022097STEX32-14;3uL;QtyorID;Unknown;26;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
C10;27;MST2023118STEX32-18;3uL;QtyorID;Unknown;27;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
C11;27;MST2023118STEX32-18;3uL;QtyorID;Unknown;27;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
C12;27;MST2023118STEX32-18;3uL;QtyorID;Unknown;27;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
D10;28;MST2023066STEX32-21;3uL;QtyorID;Unknown;28;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
D11;28;MST2023066STEX32-21;3uL;QtyorID;Unknown;28;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
D12;28;MST2023066STEX32-21;3uL;QtyorID;Unknown;28;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
E10;29;MST2023058STEX32-22;3uL;QtyorID;Unknown;29;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
E11;29;MST2023058STEX32-22;3uL;QtyorID;Unknown;29;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
E12;29;MST2023058STEX32-22;3uL;QtyorID;Unknown;29;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
F10;30;MST2023074STEX32-24;3uL;QtyorID;Unknown;30;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
F11;30;MST2023074STEX32-24;3uL;QtyorID;Unknown;30;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
F12;30;MST2023074STEX32-24;3uL;QtyorID;Unknown;30;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
G10;31;MST2023019STEX33-01;3uL;QtyorID;Unknown;31;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
G11;31;MST2023019STEX33-01;3uL;QtyorID;Unknown;31;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
G12;31;MST2023019STEX33-01;3uL;QtyorID;Unknown;31;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
H10;32;MST2023010STEX33-03;3uL;QtyorID;Unknown;32;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
H11;32;MST2023010STEX33-03;3uL;QtyorID;Unknown;32;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
H12;32;MST2023010STEX33-03;3uL;QtyorID;Unknown;32;0.0928;NoCt;NoCt;0.986;-3.170;qpcr1033;MONIS6MST2023;AssID20;Acibae;plt01;qpcrrundate20240228
A1;01;std1E5;3uL;QtyorID;Standard;1;0.0585;23.38;3.00e+005;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
A2;01;std1E5;3uL;QtyorID;Standard;1;0.0585;23.14;3.00e+005;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
A3;01;std1E5;3uL;QtyorID;Standard;1;0.0585;23.32;3.00e+005;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
B1;02;std1E4;3uL;QtyorID;Standard;2;0.0585;26.80;3.00e+004;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
B2;02;std1E4;3uL;QtyorID;Standard;2;0.0585;26.65;3.00e+004;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
B3;02;std1E4;3uL;QtyorID;Standard;2;0.0585;26.50;3.00e+004;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
C1;03;std1E3;3uL;QtyorID;Standard;3;0.0585;30.06;3.00e+003;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
C2;03;std1E3;3uL;QtyorID;Standard;3;0.0585;30.13;3.00e+003;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
C3;03;std1E3;3uL;QtyorID;Standard;3;0.0585;30.10;3.00e+003;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
D1;04;std1E2;3uL;QtyorID;Standard;4;0.0585;33.44;3.00e+002;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
D2;04;std1E2;3uL;QtyorID;Standard;4;0.0585;33.46;3.00e+002;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
D3;04;std1E2;3uL;QtyorID;Standard;4;0.0585;33.92;3.00e+002;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
E1;05;std1E1;3uL;QtyorID;Standard;5;0.0585;36.84;3.00e+001;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
E2;05;std1E1;3uL;QtyorID;Standard;5;0.0585;37.02;3.00e+001;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
E3;05;std1E1;3uL;QtyorID;Standard;5;0.0585;36.82;3.00e+001;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
F1;06;std1E0;3uL;QtyorID;Standard;6;0.0585;40.18;3.00e+000;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
F2;06;std1E0;3uL;QtyorID;Standard;6;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
F3;06;std1E0;3uL;QtyorID;Standard;6;0.0585;40.17;3.00e+000;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
G1;07;std1E-1;3uL;QtyorID;Standard;7;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
G2;07;std1E-1;3uL;QtyorID;Standard;7;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
G3;07;std1E-1;3uL;QtyorID;Standard;7;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
H1;08;std1ENTC;3uL;QtyorID;NTC;8;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
H2;08;std1ENTC;3uL;QtyorID;NTC;8;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
H3;08;std1ENTC;3uL;QtyorID;NTC;8;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
A4;09;MST2023117STEX33-04;3uL;QtyorID;Unknown;9;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
A5;09;MST2023117STEX33-04;3uL;QtyorID;Unknown;9;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
A6;09;MST2023117STEX33-04;3uL;QtyorID;Unknown;9;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
B4;10;MST2023089STEX33-07;3uL;QtyorID;Unknown;10;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
B5;10;MST2023089STEX33-07;3uL;QtyorID;Unknown;10;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
B6;10;MST2023089STEX33-07;3uL;QtyorID;Unknown;10;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
C4;11;MST2023055STEX33-09;3uL;QtyorID;Unknown;11;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
C5;11;MST2023055STEX33-09;3uL;QtyorID;Unknown;11;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
C6;11;MST2023055STEX33-09;3uL;QtyorID;Unknown;11;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
D4;12;MST2022110STEX33-10;3uL;QtyorID;Unknown;12;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
D5;12;MST2022110STEX33-10;3uL;QtyorID;Unknown;12;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
D6;12;MST2022110STEX33-10;3uL;QtyorID;Unknown;12;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
E4;13;MST1018STEX33-13;3uL;QtyorID;Unknown;13;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
E5;13;MST1018STEX33-13;3uL;QtyorID;Unknown;13;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
E6;13;MST1018STEX33-13;3uL;QtyorID;Unknown;13;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
F4;14;MST2023041STEX33-15;3uL;QtyorID;Unknown;14;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
F5;14;MST2023041STEX33-15;3uL;QtyorID;Unknown;14;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
F6;14;MST2023041STEX33-15;3uL;QtyorID;Unknown;14;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
G4;15;MST2023065STEX33-18;3uL;QtyorID;Unknown;15;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
G5;15;MST2023065STEX33-18;3uL;QtyorID;Unknown;15;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
G6;15;MST2023065STEX33-18;3uL;QtyorID;Unknown;15;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
H4;16;MST443STEX33-20;3uL;QtyorID;Unknown;16;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
H5;16;MST443STEX33-20;3uL;QtyorID;Unknown;16;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
H6;16;MST443STEX33-20;3uL;QtyorID;Unknown;16;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
A7;17;MST2023033STEX33-21;3uL;QtyorID;Unknown;17;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
A8;17;MST2023033STEX33-21;3uL;QtyorID;Unknown;17;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
A9;17;MST2023033STEX33-21;3uL;QtyorID;Unknown;17;0.0585;NoCt;NoCt;0.999;-3.396;qpcr1034;MONIS6MST2023;AssID20;Acibae;plt02;qpcrrundate20240228
